id,source_account,customer_email,customer_name,customer_phone,location,product_name,booking_created_at,visit_datetime,status,participants,gross_amount,net_amount,paid_amount,end_time,promotion_name,booking_source,private_event,is_canceled,cancelation_time,cancelation_agent,creation_agent,last_change_time,last_change_agent,is_no_show,coupon_codes_json,is_member,membership_end
bookeo_stockholm_000505,stockholm,customer_ericamoss_stockholm_00505@example.com,Erica Moss,+1-472-282-0632,Northern Sauna Stockholm,Sauna 120 min,2025-07-20T19:15:00,2025-09-14T19:15:00,completed,2,198.0,163.64,163.64,2025-09-14T21:15:00,,google,false,false,,,system,2025-07-20T19:15:00,system,false,[],False,
bookeo_stockholm_000506,stockholm,customer_veronicajack_stockholm_00506@example.com,Veronica Jackson,001-780-444-6658,Northern Sauna Stockholm,Sauna 90 min,2025-08-20T11:45:00,2025-09-14T11:45:00,completed,6,594.0,490.91,490.91,2025-09-14T13:15:00,Spring offer,newsletter,false,false,,,system,2025-08-20T11:45:00,system,false,[],True,2026-03-25
bookeo_stockholm_000507,stockholm,customer_debraortiz_stockholm_00507@example.com,Debra Ortiz,001-460-764-7245,Northern Sauna Stockholm,Sauna 120 min,2025-09-14T10:15:00,2025-09-14T10:15:00,completed,4,396.0,327.27,327.27,2025-09-14T12:15:00,,direct,false,false,,,system,2025-09-14T10:15:00,system,false,[],False,
bookeo_stockholm_000508,stockholm,customer_jesseowens_stockholm_00508@example.com,Jesse Owens,777-988-4070x946,Northern Sauna Stockholm,Sauna 60 min,2025-09-05T15:45:00,2025-09-14T15:45:00,completed,2,198.0,163.64,163.64,2025-09-14T16:45:00,,google,false,false,,,system,2025-09-05T15:45:00,system,false,[],True,2026-05-20
bookeo_stockholm_000509,stockholm,customer_reginaldbrow_stockholm_00509@example.com,Reginald Brown,(212)498-8972x84268,Northern Sauna Stockholm,Sauna 90 min,2025-08-03T12:30:00,2025-09-14T12:30:00,completed,5,495.0,409.09,409.09,2025-09-14T14:00:00,,referral,false,false,,,system,2025-08-03T12:30:00,system,false,[],True,2026-04-14
bookeo_helsinki_000376,helsinki,customer_virginiaengl_helsinki_00376@example.com,Virginia English,+1-216-741-7005x37186,Northern Sauna Helsinki,Sauna 120 min,2025-08-27T18:15:00,2025-09-14T18:15:00,completed,5,495.0,409.09,409.09,2025-09-14T20:15:00,,,false,false,,,system,2025-08-27T18:15:00,system,false,[],True,2026-07-04
bookeo_helsinki_000377,helsinki,customer_mitchelldani_helsinki_00377@example.com,Mitchell Daniels,3314664795,Northern Sauna Helsinki,Sauna 60 min,2025-09-01T10:30:00,2025-09-14T10:30:00,completed,4,396.0,327.27,327.27,2025-09-14T11:30:00,,instagram,false,false,,,system,2025-09-01T10:30:00,system,false,[],False,
bookeo_helsinki_000378,helsinki,customer_josephmerrit_helsinki_00378@example.com,Joseph Merritt,(842)285-3541,Northern Sauna Helsinki,Sauna 60 min,2025-08-04T20:45:00,2025-09-14T20:45:00,completed,3,297.0,245.45,245.45,2025-09-14T21:45:00,,google,false,false,,,system,2025-08-04T20:45:00,system,false,[],True,2026-08-25
bookeo_helsinki_000379,helsinki,customer_larryrowland_helsinki_00379@example.com,Larry Rowland,+1-248-808-7017,Northern Sauna Helsinki,Sauna 90 min,2025-07-29T18:00:00,2025-09-14T18:00:00,canceled,4,396.0,327.27,0.0,2025-09-14T19:30:00,Member discount,direct,false,true,2025-07-31T18:00:00,customer,system,2025-07-31T18:00:00,customer,false,[],False,
bookeo_helsinki_000380,helsinki,customer_drjacobwilli_helsinki_00380@example.com,Dr. Jacob Williams,710.974.0433x689,Northern Sauna Helsinki,Sauna 120 min,2025-07-27T14:15:00,2025-09-14T14:15:00,completed,1,99.0,81.82,81.82,2025-09-14T16:15:00,Member discount,instagram,false,false,,,system,2025-07-27T14:15:00,system,false,[],False,
bookeo_oslo_000343,oslo,customer_jodyhernande_oslo_00343@example.com,Jody Hernandez,361-905-1109x0070,Northern Sauna Oslo,Sauna 60 min,2025-09-12T10:45:00,2025-09-14T10:45:00,completed,3,297.0,245.45,245.45,2025-09-14T11:45:00,,direct,false,false,,,system,2025-09-12T10:45:00,system,false,[],False,
bookeo_oslo_000344,oslo,customer_heidibarber_oslo_00344@example.com,Heidi Barber,5504254972,Northern Sauna Oslo,Sauna 90 min,2025-08-11T16:30:00,2025-09-14T16:30:00,completed,3,297.0,245.45,245.45,2025-09-14T18:00:00,,instagram,false,false,,,system,2025-08-11T16:30:00,system,false,[],True,2025-11-18
bookeo_oslo_000345,oslo,customer_adamcraig_oslo_00345@example.com,Adam Craig,+1-775-999-7475x396,Northern Sauna Oslo,Sauna 60 min,2025-07-19T15:00:00,2025-09-14T15:00:00,completed,2,198.0,163.64,163.64,2025-09-14T16:00:00,Member discount,referral,false,false,,,system,2025-07-19T15:00:00,system,false,[],True,2025-12-09
bookeo_oslo_000346,oslo,customer_dawnwolf_oslo_00346@example.com,Dawn Wolf,(726)594-2041x641,Northern Sauna Oslo,Sauna 90 min,2025-09-09T13:30:00,2025-09-14T13:30:00,completed,2,198.0,163.64,163.64,2025-09-14T15:00:00,,affiliate,false,false,,,system,2025-09-09T13:30:00,system,false,[],False,
bookeo_oslo_000347,oslo,customer_andrewleon_oslo_00347@example.com,Andrew Leon,+1-851-333-7937x66997,Northern Sauna Oslo,Sauna 120 min,2025-07-16T12:30:00,2025-09-14T12:30:00,completed,4,396.0,327.27,327.27,2025-09-14T14:30:00,,direct,false,false,,,system,2025-07-16T12:30:00,system,false,[],True,2026-07-27
bookeo_oslo_000348,oslo,customer_stephaniewan_oslo_00348@example.com,Stephanie Wang,2857571749,Northern Sauna Oslo,Sauna 60 min,2025-09-02T12:45:00,2025-09-14T12:45:00,completed,3,297.0,245.45,245.45,2025-09-14T13:45:00,,direct,false,false,,,system,2025-09-02T12:45:00,system,false,[],True,2026-08-08
bookeo_oslo_000349,oslo,customer_lisamyers_oslo_00349@example.com,Lisa Myers,614.249.9080x35862,Northern Sauna Oslo,Sauna 60 min,2025-08-19T13:00:00,2025-09-14T13:00:00,completed,3,297.0,245.45,245.45,2025-09-14T14:00:00,,newsletter,false,false,,,system,2025-08-19T13:00:00,system,false,[],True,2026-09-13
bookeo_copenhagen_000335,copenhagen,customer_jillbaker_copenhagen_00335@example.com,Jill Baker,7995986324,Northern Sauna Copenhagen,Sauna 120 min,2025-07-18T10:30:00,2025-09-14T10:30:00,completed,3,297.0,245.45,245.45,2025-09-14T12:30:00,,direct,false,false,,,system,2025-07-18T10:30:00,system,false,[],False,
bookeo_copenhagen_000336,copenhagen,customer_williamdoyle_copenhagen_00336@example.com,William Doyle,611-810-8518,Northern Sauna Copenhagen,Sauna 60 min,2025-08-26T15:30:00,2025-09-14T15:30:00,completed,2,198.0,163.64,163.64,2025-09-14T16:30:00,,google,false,false,,,system,2025-08-26T15:30:00,system,false,[],False,
bookeo_copenhagen_000337,copenhagen,customer_stephanielyn_copenhagen_00337@example.com,Stephanie Lynch,+1-959-532-1359x61830,Northern Sauna Copenhagen,Sauna 120 min,2025-07-26T16:30:00,2025-09-14T16:30:00,completed,4,396.0,327.27,327.27,2025-09-14T18:30:00,Spring offer,gift_card,false,false,,,system,2025-07-26T16:30:00,system,false,[],True,2025-10-03
bookeo_copenhagen_000338,copenhagen,customer_melissayork_copenhagen_00338@example.com,Melissa York,9024264259,Northern Sauna Copenhagen,Sauna 90 min,2025-07-17T18:30:00,2025-09-14T18:30:00,completed,4,396.0,327.27,327.27,2025-09-14T20:00:00,Spring offer,facebook,false,false,,,system,2025-07-17T18:30:00,system,false,[],False,
bookeo_copenhagen_000339,copenhagen,customer_samuelphilli_copenhagen_00339@example.com,Samuel Phillips,(698)978-1921,Northern Sauna Copenhagen,Sauna 120 min,2025-08-27T18:30:00,2025-09-14T18:30:00,completed,2,198.0,163.64,163.64,2025-09-14T20:30:00,,direct,false,false,,,system,2025-08-27T18:30:00,system,false,[],False,
bookeo_copenhagen_000340,copenhagen,customer_dawndaniel_copenhagen_00340@example.com,Dawn Daniel,674-960-4293x717,Northern Sauna Copenhagen,Sauna 60 min,2025-09-03T16:15:00,2025-09-14T16:15:00,canceled,5,495.0,409.09,0.0,2025-09-14T17:15:00,,instagram,false,true,2025-09-06T16:15:00,customer,system,2025-09-06T16:15:00,customer,false,[],False,
bookeo_gothenburg_000227,gothenburg,customer_drangelajord_gothenburg_00227@example.com,Dr. Angela Jordan,927.858.0452x926,Northern Sauna Gothenburg,Sauna 60 min,2025-08-19T13:00:00,2025-09-14T13:00:00,completed,2,198.0,163.64,163.64,2025-09-14T14:00:00,,direct,false,false,,,system,2025-08-19T13:00:00,system,false,[],True,2026-03-10
bookeo_gothenburg_000228,gothenburg,customer_kathybanks_gothenburg_00228@example.com,Kathy Banks,998.687.7544x584,Northern Sauna Gothenburg,Sauna 120 min,2025-08-08T17:30:00,2025-09-14T17:30:00,completed,2,198.0,163.64,163.64,2025-09-14T19:30:00,,direct,false,false,,,system,2025-08-08T17:30:00,system,false,[],False,
bookeo_gothenburg_000229,gothenburg,customer_cynthiasmith_gothenburg_00229@example.com,Cynthia Smith,+1-329-536-0596x275,Northern Sauna Gothenburg,Sauna 60 min,2025-08-18T17:30:00,2025-09-14T17:30:00,completed,2,198.0,163.64,163.64,2025-09-14T18:30:00,,newsletter,false,false,,,system,2025-08-18T17:30:00,system,false,[],False,
bookeo_bergen_000237,bergen,customer_stevenblack_bergen_00237@example.com,Steven Black,5128484479,Northern Sauna Bergen,Sauna 90 min,2025-07-29T11:15:00,2025-09-14T11:15:00,completed,1,99.0,81.82,81.82,2025-09-14T12:45:00,,gift_card,false,false,,,system,2025-07-29T11:15:00,system,false,[],False,
bookeo_stockholm_000510,stockholm,customer_maureenrusse_stockholm_00510@example.com,Maureen Russell,956-286-2230,Northern Sauna Stockholm,Sauna 90 min,2025-07-25T16:30:00,2025-09-15T16:30:00,completed,1,99.0,81.82,81.82,2025-09-15T18:00:00,,google,false,false,,,system,2025-07-25T16:30:00,system,false,[],False,
bookeo_stockholm_000511,stockholm,customer_gabrielaking_stockholm_00511@example.com,Gabriela King,6535160227,Northern Sauna Stockholm,Sauna 60 min,2025-07-26T12:45:00,2025-09-15T12:45:00,completed,4,396.0,327.27,327.27,2025-09-15T13:45:00,,instagram,false,false,,,system,2025-07-26T12:45:00,system,false,[],True,2026-01-14
bookeo_stockholm_000512,stockholm,customer_danielgonzal_stockholm_00512@example.com,Daniel Gonzales,+1-327-418-6244x75631,Northern Sauna Stockholm,Sauna 60 min,2025-07-27T11:30:00,2025-09-15T11:30:00,completed,2,198.0,163.64,163.64,2025-09-15T12:30:00,,google,false,false,,,system,2025-07-27T11:30:00,system,false,[],False,
bookeo_stockholm_000513,stockholm,customer_christinehal_stockholm_00513@example.com,Christine Hale,782.887.8066x1545,Northern Sauna Stockholm,Sauna 90 min,2025-09-01T13:15:00,2025-09-15T13:15:00,completed,3,297.0,245.45,245.45,2025-09-15T14:45:00,,direct,false,false,,,system,2025-09-01T13:15:00,system,false,[],False,
bookeo_helsinki_000381,helsinki,customer_haydennguyen_helsinki_00381@example.com,Hayden Nguyen,818-802-8825x2128,Northern Sauna Helsinki,Sauna 90 min,2025-08-10T20:00:00,2025-09-15T20:00:00,completed,3,297.0,245.45,245.45,2025-09-15T21:30:00,,google,false,false,,,system,2025-08-10T20:00:00,system,false,[],True,2026-07-12
bookeo_helsinki_000382,helsinki,customer_susanstewart_helsinki_00382@example.com,Susan Stewart,+1-646-999-8428x828,Northern Sauna Helsinki,Sauna 120 min,2025-08-13T17:00:00,2025-09-15T17:00:00,completed,2,198.0,163.64,163.64,2025-09-15T19:00:00,,google,false,false,,,system,2025-08-13T17:00:00,system,false,[],False,
bookeo_copenhagen_000341,copenhagen,customer_erinwilliams_copenhagen_00341@example.com,Erin Williams,532-498-8712,Northern Sauna Copenhagen,Sauna 60 min,2025-09-12T12:15:00,2025-09-15T12:15:00,completed,2,198.0,163.64,163.64,2025-09-15T13:15:00,,instagram,false,false,,,system,2025-09-12T12:15:00,system,false,[],False,
bookeo_copenhagen_000342,copenhagen,customer_christinerey_copenhagen_00342@example.com,Christine Reynolds,(486)942-7786x2685,Northern Sauna Copenhagen,Sauna 120 min,2025-08-21T14:45:00,2025-09-15T14:45:00,completed,3,297.0,245.45,245.45,2025-09-15T16:45:00,,direct,false,false,,,system,2025-08-21T14:45:00,system,false,[],True,2026-01-29
bookeo_copenhagen_000343,copenhagen,customer_joelgray_copenhagen_00343@example.com,Joel Gray,6329087783,Northern Sauna Copenhagen,Sauna 90 min,2025-09-15T15:00:00,2025-09-15T15:00:00,completed,3,297.0,245.45,245.45,2025-09-15T16:30:00,,direct,false,false,,,system,2025-09-15T15:00:00,system,false,[],True,2026-02-06
bookeo_copenhagen_000344,copenhagen,customer_tinasmith_copenhagen_00344@example.com,Tina Smith,(783)834-5573,Northern Sauna Copenhagen,Sauna 120 min,2025-07-31T10:15:00,2025-09-15T10:15:00,completed,4,396.0,327.27,327.27,2025-09-15T12:15:00,,gift_card,false,false,,,system,2025-07-31T10:15:00,system,false,[],False,
bookeo_gothenburg_000230,gothenburg,customer_troyanderson_gothenburg_00230@example.com,Troy Anderson,570.204.5358x597,Northern Sauna Gothenburg,Sauna 60 min,2025-07-17T10:45:00,2025-09-15T10:45:00,completed,3,297.0,245.45,245.45,2025-09-15T11:45:00,Spring offer,direct,false,false,,,system,2025-07-17T10:45:00,system,false,[],False,
bookeo_bergen_000238,bergen,customer_pattywalker_bergen_00238@example.com,Patty Walker,+1-722-785-7042x4025,Northern Sauna Bergen,Sauna 90 min,2025-08-05T16:45:00,2025-09-15T16:45:00,no_show,3,297.0,245.45,245.45,2025-09-15T18:15:00,,facebook,false,false,,,system,2025-08-05T16:45:00,system,true,[],True,2025-09-30
bookeo_stockholm_000514,stockholm,customer_jasonmunoz_stockholm_00514@example.com,Jason Munoz,001-339-777-0411x678,Northern Sauna Stockholm,Sauna 90 min,2025-09-10T16:15:00,2025-09-16T16:15:00,completed,2,198.0,163.64,163.64,2025-09-16T17:45:00,,,false,false,,,system,2025-09-10T16:15:00,system,false,[],True,2026-02-01
bookeo_stockholm_000515,stockholm,customer_jennifermuel_stockholm_00515@example.com,Jennifer Mueller,667-838-6569x0448,Northern Sauna Stockholm,Sauna 90 min,2025-08-30T10:45:00,2025-09-16T10:45:00,completed,4,396.0,327.27,327.27,2025-09-16T12:15:00,,google,false,false,,,system,2025-08-30T10:45:00,system,false,[],False,
bookeo_stockholm_000516,stockholm,customer_mrcodywhitep_stockholm_00516@example.com,Mr. Cody White PhD,001-824-489-5587x700,Northern Sauna Stockholm,Sauna 120 min,2025-08-09T17:45:00,2025-09-16T17:45:00,completed,5,495.0,409.09,409.09,2025-09-16T19:45:00,,gift_card,false,false,,,system,2025-08-09T17:45:00,system,false,[],True,2026-02-04
bookeo_stockholm_000517,stockholm,customer_lucascase_stockholm_00517@example.com,Lucas Case,001-294-726-4076,Northern Sauna Stockholm,Sauna 90 min,2025-08-01T12:15:00,2025-09-16T12:15:00,completed,2,198.0,163.64,163.64,2025-09-16T13:45:00,,,false,false,,,system,2025-08-01T12:15:00,system,false,[],True,2026-09-14
bookeo_helsinki_000383,helsinki,customer_bradleyraymo_helsinki_00383@example.com,Bradley Raymond,9333980138,Northern Sauna Helsinki,Sauna 60 min,2025-08-02T12:30:00,2025-09-16T12:30:00,completed,4,396.0,327.27,327.27,2025-09-16T13:30:00,,instagram,false,false,,,system,2025-08-02T12:30:00,system,false,[],False,
bookeo_helsinki_000384,helsinki,customer_jamiestephen_helsinki_00384@example.com,Jamie Stephens,256.289.0581,Northern Sauna Helsinki,Sauna 90 min,2025-08-18T20:45:00,2025-09-16T20:45:00,completed,4,396.0,327.27,327.27,2025-09-16T22:15:00,,,false,false,,,system,2025-08-18T20:45:00,system,false,[],False,
bookeo_helsinki_000385,helsinki,customer_hollyrobinso_helsinki_00385@example.com,Holly Robinson,943.356.7027x728,Northern Sauna Helsinki,Sauna 60 min,2025-07-31T14:00:00,2025-09-16T14:00:00,completed,3,297.0,245.45,245.45,2025-09-16T15:00:00,Spring offer,,false,false,,,system,2025-07-31T14:00:00,system,false,[],False,
bookeo_helsinki_000386,helsinki,customer_drhollyreyno_helsinki_00386@example.com,Dr. Holly Reynolds DDS,294.757.5959x955,Northern Sauna Helsinki,Sauna 120 min,2025-08-01T15:30:00,2025-09-16T15:30:00,completed,2,198.0,163.64,163.64,2025-09-16T17:30:00,Spring offer,google,false,false,,,system,2025-08-01T15:30:00,system,false,[],True,2026-08-01
bookeo_helsinki_000387,helsinki,customer_matthewbarke_helsinki_00387@example.com,Matthew Barker,(729)417-1485x4183,Northern Sauna Helsinki,Sauna 60 min,2025-09-06T18:15:00,2025-09-16T18:15:00,completed,3,297.0,245.45,245.45,2025-09-16T19:15:00,,google,false,false,,,system,2025-09-06T18:15:00,system,false,[],False,
bookeo_helsinki_000388,helsinki,customer_bonniecastan_helsinki_00388@example.com,Bonnie Castaneda,(420)378-8216x511,Northern Sauna Helsinki,Sauna 60 min,2025-07-21T11:30:00,2025-09-16T11:30:00,no_show,4,396.0,327.27,327.27,2025-09-16T12:30:00,,google,false,false,,,system,2025-07-21T11:30:00,system,true,[],False,
bookeo_helsinki_000389,helsinki,customer_terryhenry_helsinki_00389@example.com,Terry Henry,001-945-520-3027x694,Northern Sauna Helsinki,Sauna 90 min,2025-08-20T18:30:00,2025-09-16T18:30:00,completed,2,198.0,163.64,163.64,2025-09-16T20:00:00,,,false,false,,,system,2025-08-20T18:30:00,system,false,[],True,2026-09-12
bookeo_helsinki_000390,helsinki,customer_nicholaspayn_helsinki_00390@example.com,Nicholas Payne,503-853-2124x4029,Northern Sauna Helsinki,Sauna 60 min,2025-09-02T10:30:00,2025-09-16T10:30:00,completed,3,297.0,245.45,245.45,2025-09-16T11:30:00,,direct,false,false,,,system,2025-09-02T10:30:00,system,false,[],False,
bookeo_copenhagen_000345,copenhagen,customer_mathewbauer_copenhagen_00345@example.com,Mathew Bauer,4947121805,Northern Sauna Copenhagen,Sauna 60 min,2025-08-10T10:15:00,2025-09-16T10:15:00,completed,3,297.0,245.45,245.45,2025-09-16T11:15:00,,,false,false,,,system,2025-08-10T10:15:00,system,false,[],False,
bookeo_copenhagen_000346,copenhagen,customer_evancarroll_copenhagen_00346@example.com,Evan Carroll,001-804-279-4123x254,Northern Sauna Copenhagen,Sauna 60 min,2025-09-08T15:00:00,2025-09-16T15:00:00,completed,2,198.0,163.64,163.64,2025-09-16T16:00:00,,direct,false,false,,,system,2025-09-08T15:00:00,system,false,[],True,2026-07-25
bookeo_copenhagen_000347,copenhagen,customer_stevenmiller_copenhagen_00347@example.com,Steven Miller,534-534-8571,Northern Sauna Copenhagen,Sauna 90 min,2025-07-19T14:30:00,2025-09-16T14:30:00,completed,6,594.0,490.91,490.91,2025-09-16T16:00:00,Spring offer,facebook,false,false,,,system,2025-07-19T14:30:00,system,false,[],True,2025-09-29
bookeo_copenhagen_000348,copenhagen,customer_melissareyno_copenhagen_00348@example.com,Melissa Reynolds,(676)486-1273,Northern Sauna Copenhagen,Sauna 90 min,2025-08-30T20:45:00,2025-09-16T20:45:00,completed,5,495.0,409.09,409.09,2025-09-16T22:15:00,,gift_card,false,false,,,system,2025-08-30T20:45:00,system,false,[],True,2026-04-14
bookeo_gothenburg_000231,gothenburg,customer_brucejohnson_gothenburg_00231@example.com,Bruce Johnson,(691)638-1301,Northern Sauna Gothenburg,Sauna 120 min,2025-09-06T19:00:00,2025-09-16T19:00:00,completed,4,396.0,327.27,327.27,2025-09-16T21:00:00,,facebook,false,false,,,system,2025-09-06T19:00:00,system,false,[],False,
bookeo_stockholm_000518,stockholm,customer_carlafox_stockholm_00518@example.com,Carla Fox,+1-508-388-1966x452,Northern Sauna Stockholm,Sauna 120 min,2025-08-29T13:45:00,2025-09-17T13:45:00,completed,4,396.0,327.27,327.27,2025-09-17T15:45:00,,instagram,false,false,,,system,2025-08-29T13:45:00,system,false,[],False,
bookeo_stockholm_000519,stockholm,customer_ashleyjohnst_stockholm_00519@example.com,Ashley Johnston,001-508-321-3356,Northern Sauna Stockholm,Sauna 90 min,2025-08-22T15:30:00,2025-09-17T15:30:00,completed,3,297.0,245.45,245.45,2025-09-17T17:00:00,,google,false,false,,,system,2025-08-22T15:30:00,system,false,[],False,
bookeo_stockholm_000520,stockholm,customer_christianhod_stockholm_00520@example.com,Christian Hodges,+1-367-904-1710x3891,Northern Sauna Stockholm,Sauna 90 min,2025-09-05T10:00:00,2025-09-17T10:00:00,completed,3,297.0,245.45,245.45,2025-09-17T11:30:00,,newsletter,false,false,,,system,2025-09-05T10:00:00,system,false,[],False,
bookeo_stockholm_000521,stockholm,customer_frankdelacru_stockholm_00521@example.com,Frank Delacruz,733-820-3449,Northern Sauna Stockholm,Sauna 60 min,2025-07-19T11:00:00,2025-09-17T11:00:00,canceled,4,396.0,327.27,0.0,2025-09-17T12:00:00,,instagram,false,true,2025-07-19T11:00:00,customer,system,2025-07-19T11:00:00,customer,false,[],False,
bookeo_stockholm_000522,stockholm,customer_johnnyscott_stockholm_00522@example.com,Johnny Scott,876.550.7752x57231,Northern Sauna Stockholm,Sauna 60 min,2025-08-22T12:00:00,2025-09-17T12:00:00,completed,4,396.0,327.27,327.27,2025-09-17T13:00:00,,direct,false,false,,,system,2025-08-22T12:00:00,system,false,[],True,2026-02-25
bookeo_stockholm_000523,stockholm,customer_alexandergon_stockholm_00523@example.com,Alexander Gonzalez,281.810.5703x9963,Northern Sauna Stockholm,Sauna 120 min,2025-08-05T15:15:00,2025-09-17T15:15:00,completed,3,297.0,245.45,245.45,2025-09-17T17:15:00,,google,false,false,,,system,2025-08-05T15:15:00,system,false,[],True,2025-12-23
bookeo_helsinki_000391,helsinki,customer_joelsmith_helsinki_00391@example.com,Joel Smith,+1-994-269-6693x233,Northern Sauna Helsinki,Sauna 120 min,2025-07-27T17:15:00,2025-09-17T17:15:00,completed,4,396.0,327.27,327.27,2025-09-17T19:15:00,,facebook,false,false,,,system,2025-07-27T17:15:00,system,false,[],True,2025-11-21
bookeo_helsinki_000392,helsinki,customer_brianmaldona_helsinki_00392@example.com,Brian Maldonado,600.597.1408x63323,Northern Sauna Helsinki,Sauna 60 min,2025-09-09T14:45:00,2025-09-17T14:45:00,completed,2,198.0,163.64,163.64,2025-09-17T15:45:00,,gift_card,false,false,,,system,2025-09-09T14:45:00,system,false,[],True,2026-07-03
bookeo_oslo_000350,oslo,customer_rebeccasulli_oslo_00350@example.com,Rebecca Sullivan,+1-474-548-8839,Northern Sauna Oslo,Sauna 90 min,2025-07-25T12:15:00,2025-09-17T12:15:00,completed,3,297.0,245.45,245.45,2025-09-17T13:45:00,Member discount,direct,false,false,,,system,2025-07-25T12:15:00,system,false,[],False,
bookeo_oslo_000351,oslo,customer_kylesmith_oslo_00351@example.com,Kyle Smith,001-772-628-5825,Northern Sauna Oslo,Sauna 90 min,2025-07-19T20:30:00,2025-09-17T20:30:00,completed,3,297.0,245.45,245.45,2025-09-17T22:00:00,Member discount,google,false,false,,,system,2025-07-19T20:30:00,system,false,[],False,
bookeo_oslo_000352,oslo,customer_zacharyrodri_oslo_00352@example.com,Zachary Rodriguez,+1-519-960-3482x367,Northern Sauna Oslo,Sauna 60 min,2025-08-05T15:30:00,2025-09-17T15:30:00,canceled,3,297.0,245.45,0.0,2025-09-17T16:30:00,,,false,true,2025-08-08T15:30:00,customer,system,2025-08-08T15:30:00,customer,false,[],True,2026-03-09
bookeo_copenhagen_000349,copenhagen,customer_shawnrandall_copenhagen_00349@example.com,Shawn Randall,623.980.0436,Northern Sauna Copenhagen,Sauna 60 min,2025-08-05T17:00:00,2025-09-17T17:00:00,completed,3,297.0,245.45,245.45,2025-09-17T18:00:00,,google,false,false,,,system,2025-08-05T17:00:00,system,false,[],False,
bookeo_copenhagen_000350,copenhagen,customer_ericfisher_copenhagen_00350@example.com,Eric Fisher,886-574-1637x120,Northern Sauna Copenhagen,Sauna 60 min,2025-07-19T18:45:00,2025-09-17T18:45:00,completed,3,297.0,245.45,245.45,2025-09-17T19:45:00,,referral,false,false,,,system,2025-07-19T18:45:00,system,false,[],True,2025-11-16
bookeo_bergen_000239,bergen,customer_garyzamora_bergen_00239@example.com,Gary Zamora,001-677-260-1458,Northern Sauna Bergen,Sauna 60 min,2025-09-10T19:45:00,2025-09-17T19:45:00,completed,2,198.0,163.64,163.64,2025-09-17T20:45:00,Member discount,gift_card,false,false,,,system,2025-09-10T19:45:00,system,false,[],False,
bookeo_stockholm_000524,stockholm,customer_ashleyparson_stockholm_00524@example.com,Ashley Parsons,815-872-8143x611,Northern Sauna Stockholm,Sauna 120 min,2025-08-14T19:15:00,2025-09-18T19:15:00,completed,5,495.0,409.09,409.09,2025-09-18T21:15:00,,google,false,false,,,system,2025-08-14T19:15:00,system,false,[],True,2026-01-25
bookeo_stockholm_000525,stockholm,customer_ericlowery_stockholm_00525@example.com,Eric Lowery,761.718.9260,Northern Sauna Stockholm,Sauna 120 min,2025-07-28T14:45:00,2025-09-18T14:45:00,completed,2,198.0,163.64,163.64,2025-09-18T16:45:00,,referral,false,false,,,system,2025-07-28T14:45:00,system,false,[],False,
bookeo_stockholm_000526,stockholm,customer_markgray_stockholm_00526@example.com,Mark Gray,(342)668-3684x377,Northern Sauna Stockholm,Sauna 60 min,2025-09-16T12:15:00,2025-09-18T12:15:00,completed,3,297.0,245.45,245.45,2025-09-18T13:15:00,,referral,false,false,,,system,2025-09-16T12:15:00,system,false,[],True,2026-06-19
bookeo_stockholm_000527,stockholm,customer_christinawil_stockholm_00527@example.com,Christina Wiley,+1-345-845-9566x00301,Northern Sauna Stockholm,Sauna 120 min,2025-08-09T12:00:00,2025-09-18T12:00:00,completed,2,198.0,163.64,163.64,2025-09-18T14:00:00,,direct,false,false,,,system,2025-08-09T12:00:00,system,false,[],False,
bookeo_helsinki_000393,helsinki,customer_brendacrawfo_helsinki_00393@example.com,Brenda Crawford,(938)569-7421,Northern Sauna Helsinki,Sauna 60 min,2025-08-09T18:15:00,2025-09-18T18:15:00,completed,3,297.0,245.45,245.45,2025-09-18T19:15:00,,newsletter,false,false,,,system,2025-08-09T18:15:00,system,false,[],False,
bookeo_helsinki_000394,helsinki,customer_josephnichol_helsinki_00394@example.com,Joseph Nichols,+1-709-257-0934x09916,Northern Sauna Helsinki,Sauna 60 min,2025-08-02T11:45:00,2025-09-18T11:45:00,completed,4,396.0,327.27,327.27,2025-09-18T12:45:00,,google,false,false,,,system,2025-08-02T11:45:00,system,false,[],True,2025-11-03
bookeo_oslo_000353,oslo,customer_andreajenkin_oslo_00353@example.com,Andrea Jenkins,001-240-234-8484x377,Northern Sauna Oslo,Sauna 90 min,2025-08-26T11:15:00,2025-09-18T11:15:00,completed,3,297.0,245.45,245.45,2025-09-18T12:45:00,,google,false,false,,,system,2025-08-26T11:15:00,system,false,[],False,
bookeo_oslo_000354,oslo,customer_carrietucker_oslo_00354@example.com,Carrie Tucker,001-659-651-4295,Northern Sauna Oslo,Sauna 120 min,2025-08-01T20:30:00,2025-09-18T20:30:00,completed,3,297.0,245.45,245.45,2025-09-18T22:30:00,,referral,false,false,,,system,2025-08-01T20:30:00,system,false,[],False,
bookeo_oslo_000355,oslo,customer_jasminejohns_oslo_00355@example.com,Jasmine Johnston,321-875-6275x2800,Northern Sauna Oslo,Sauna 120 min,2025-07-30T19:15:00,2025-09-18T19:15:00,completed,2,198.0,163.64,163.64,2025-09-18T21:15:00,,instagram,false,false,,,system,2025-07-30T19:15:00,system,false,[],True,2026-06-21
